37.3344929,-121.8996016
37.3344885,-121.8995799
37.334493,-121.8995776
37.3344779,-121.8995913
37.3344787,-121.89958
37.3344925,-121.8995837
37.3344837,-121.8995896
37.3344789,-121.8995979
37.3344853,-121.8995929
37.3344727,-121.8996041
37.3344761,-121.899601
37.3344799,-121.8995963
37.3344782,-121.8995929
37.3344783,-121.8995894
37.3344847,-121.8995737
37.3344881,-121.8995797
37.3344943,-121.8995732
37.3344861,-121.8995643
37.3344795,-121.8995868
37.3344807,-121.8995917
37.3344845,-121.8995784
37.3344957,-121.8995607
37.3344974,-121.8995726
37.3344957,-121.8995739
37.3344863,-121.8995676
37.334504,-121.8995481
37.3345808,-121.8994096
37.3345204,-121.8995511
37.3346051,-121.8992657
37.3345092,-121.8995477
37.3344765,-121.8995933
37.3344976,-121.8995663
37.3344846,-121.899549
37.3345221,-121.8995154
37.3345433,-121.8994783
37.3345871,-121.8994183
37.3346279,-121.8993341
37.3346725,-121.8992535
37.3347179,-121.8991865
37.3347709,-121.899124
37.3348129,-121.8989947
37.3348654,-121.8988985
37.3349201,-121.8987946
37.3349663,-121.8986879
37.3350135,-121.898566
37.3350553,-121.8984848
37.3350881,-121.8983675
37.3351277,-121.898273
37.3351757,-121.8981856
37.3352016,-121.8981105
37.3352232,-121.8980865
37.3352353,-121.8980583
37.3352339,-121.8980355
37.3352507,-121.8980249
37.3352616,-121.8979928
37.3352615,-121.8979861
37.3352678,-121.8979654
37.3352783,-121.897903
37.3352999,-121.8978237
37.3352831,-121.8977335
37.3352861,-121.8977044
37.3352861,-121.8977044
37.3216831,-121.8913902
37.332791,-121.8957583
37.3348327,-121.8959189
37.3350676,-121.8963087
37.3350522,-121.8959697
37.3354872,-121.8965526
37.3354262,-121.8965863
37.3354748,-121.8964718
37.3354723,-121.896408
37.3352854,-121.8966998
37.33528,-121.8966777
37.3353207,-121.8966247
37.3352853,-121.8965491
37.3351839,-121.8965221
37.3350685,-121.8964853
37.3349859,-121.8964082
37.3348655,-121.8963647
37.3348626,-121.8962806
37.3348401,-121.896085
37.3347486,-121.8960733
37.3347771,-121.8959003
37.3346791,-121.8958501
37.3346169,-121.8957504
37.3344961,-121.8957165
37.3344414,-121.8955654
37.3342176,-121.8957954
37.3341596,-121.8957441
37.334128,-121.8957083
37.3340992,-121.8956447
37.3340729,-121.8956249
37.334083,-121.8956121
37.3340396,-121.8956307
37.3340575,-121.8956006
37.3340653,-121.8956077
37.3340788,-121.895602
37.3340686,-121.8956057
37.3340493,-121.8956117
37.334059,-121.8956168
37.3340559,-121.8956199
37.334065,-121.8956196
37.3340775,-121.8955996
37.3340563,-121.8956112
37.3340231,-121.895603
37.3340052,-121.89561
37.3340068,-121.8956006
37.3339873,-121.8955565
37.333943,-121.895507
37.3338962,-121.8955067
37.3339,-121.8954532
37.333849,-121.8953956
37.3337776,-121.8953277
37.3339492,-121.8950461
37.3340728,-121.8950201
37.3340481,-121.8947928
37.3341005,-121.8947984
37.3341283,-121.8948054
37.3341808,-121.8947714
37.334145,-121.8947746
37.3340954,-121.8945588
37.3339723,-121.8943102
37.3338946,-121.8942717
37.3338982,-121.8944057
37.3339755,-121.8943433
37.3339313,-121.8942612
37.3340001,-121.8944272
37.3339635,-121.8944436
37.3340564,-121.8944374
37.3340571,-121.8943944
37.3341192,-121.8943519
37.3340178,-121.8943772
37.3339815,-121.8943712
37.3339904,-121.8943949
37.3340762,-121.8943345
37.333998,-121.8943416
37.3339171,-121.8942985
37.3339929,-121.8943009
37.3339926,-121.8942847
37.3341316,-121.8948374
37.33401,-121.8942461
37.3340341,-121.8942266
37.334045,-121.8942325
37.3339734,-121.8942578
37.3340399,-121.894355
37.3340566,-121.8943687
37.3340005,-121.8943449
37.33411,-121.8943013
37.3339907,-121.8943582
37.333984,-121.894457
37.3340111,-121.8945022
37.333976,-121.894383
37.3339298,-121.8943151
37.3340413,-121.8944275
37.3341627,-121.8945536
37.3342482,-121.8944878
37.3346238,-121.8942942
37.3345497,-121.8940848
37.3346671,-121.8941748
37.3345417,-121.8936844
37.334566,-121.8936792
37.3346175,-121.8937314
37.334653,-121.893716
37.3347297,-121.8935341
37.334742,-121.8935882
37.3347631,-121.8933973
37.334883,-121.8932893
37.3349349,-121.8931604
37.3352145,-121.8930016
37.3351021,-121.8928751
37.3351057,-121.8927533
37.3350948,-121.8927345
37.3350825,-121.8927102
37.335122,-121.8926296
37.335043,-121.8925169
37.3349767,-121.892436
37.3351409,-121.8923472
37.3352005,-121.8922921
37.335122,-121.8922376
37.335148,-121.8922169
37.3353014,-121.8921261
37.3355005,-121.8920683
37.3354634,-121.8920755
37.3353547,-121.8921043
37.335479,-121.8920621
37.3354213,-121.8921062
37.3355031,-121.892087
37.3354353,-121.8921357
37.3354524,-121.8921294
37.3354717,-121.8921324
37.3354477,-121.8921327
37.3354404,-121.8921236
37.3354804,-121.8920908
37.3355056,-121.8920981
37.3354823,-121.8920768
37.3354396,-121.8921503
37.3354268,-121.8921459
37.3354701,-121.8921425
37.3352629,-121.8921476
37.335239,-121.8921473
37.3354898,-121.8920857
37.3355126,-121.8921025
37.3355005,-121.8921302
37.3355267,-121.8921073
37.3355544,-121.8921186
37.3355116,-121.8921228
37.3354886,-121.8921096
37.3354729,-121.8921017
37.3351705,-121.8921743
37.335406,-121.8921377
37.3355183,-121.8920579
37.3354607,-121.8921187
37.3354538,-121.8921313
37.3354765,-121.8921092
37.3354199,-121.8921055
37.3351255,-121.8921998
37.3355356,-121.8920688
37.3352648,-121.89213
37.3351998,-121.89217
37.335457,-121.8921073
37.3355319,-121.892091
37.3354835,-121.8920755
37.3352182,-121.8921746
37.3355164,-121.8920979
37.3355141,-121.892114
37.3355321,-121.8921243
37.335517,-121.8921155
37.3353732,-121.8921177
37.3355159,-121.8921498
37.3355439,-121.8921077
37.335548,-121.8920991
37.3354031,-121.8921024
37.3354038,-121.8921146
37.3353168,-121.8921743
37.3354048,-121.892107
37.3353338,-121.8921871
37.3354727,-121.8921729
37.3353006,-121.8921193
37.3353476,-121.8920787
37.3353749,-121.8920797
37.3354206,-121.8920402
37.3354399,-121.8919632
37.335519,-121.8918506
37.3357252,-121.8916352
37.3355268,-121.8915739
37.3357101,-121.891455
37.3357621,-121.891332
37.3358537,-121.8911541
37.3358786,-121.8911411
37.3359115,-121.8911015
37.3361094,-121.8910011
37.3358818,-121.8908199
37.3359224,-121.8907384
37.3360258,-121.8906637
37.3362642,-121.8906528
37.3362449,-121.8906809
37.3362919,-121.8906025
37.3361307,-121.8906773
37.3361429,-121.8906548
37.336159,-121.8906724
37.3361468,-121.8906872
37.3362613,-121.890656
37.3360407,-121.8906336
37.3360719,-121.8906167
37.3360996,-121.8906094
37.3361271,-121.8905507
37.3361936,-121.8904702
37.336465,-121.8903418
37.3364888,-121.8903104
37.3365489,-121.8902167
37.3365204,-121.8901527
37.3365257,-121.8901038
37.3365201,-121.8899923
37.3364927,-121.8900093
37.3365464,-121.8898678
37.3365194,-121.8899076
37.3365005,-121.8898851
37.3365257,-121.8898475
37.3364931,-121.8898843
37.3365288,-121.8899223
37.3365311,-121.8899353
37.3365388,-121.8899648
37.336546,-121.8899542
37.3365398,-121.8899694
37.3365495,-121.8899487
37.336493,-121.8900169
37.336525,-121.8899883
37.3365524,-121.889934
37.3365965,-121.8898717
37.3365598,-121.8899307
37.3365586,-121.8899068
37.3365783,-121.8899089
