latDeg,lngDeg
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33453430062991,-121.89956752725162
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33453430062991,-121.89956752725162
37.33453430062991,-121.89956752725162
37.33451020687177,-121.89961800941153
37.33451020687177,-121.89961800941153
37.33453430062991,-121.89956752725162
37.33460658190432,-121.8994160807719
37.33453430062991,-121.89956752725162
37.33465614917475,-121.89931582738126
37.33453430062991,-121.89956752725162
37.33451020687177,-121.89961800941153
37.33453430062991,-121.89956752725162
37.33453430062991,-121.89956752725162
37.33455839438805,-121.89951704509171
37.33455839438805,-121.89951704509171
37.33460658190432,-121.8994160807719
37.33463067566246,-121.899365598612
37.33468327349067,-121.89926690674005
37.33473699767317,-121.89916877670494
37.334763831214104,-121.89911969596808
37.334816293224414,-121.89902091992866
37.33486423619762,-121.8989198392583
37.33491217917082,-121.89881875858794
37.33497894600305,-121.89866486297765
37.33502128790801,-121.89856131268984
37.33506115871647,-121.89845678446765
37.335105429231554,-121.89835408409064
37.335128396484045,-121.898303079552
37.335174330989034,-121.89820107047468
37.33522101723774,-121.89809941254312
37.33522101723774,-121.89809941254312
37.33524537807916,-121.89804905874774
37.33524537807916,-121.89804905874774
37.33524537807916,-121.89804905874774
37.33526971572272,-121.8979986939143
37.33526971572272,-121.8979986939143
37.33526971572272,-121.8979986939143
37.33530255892276,-121.89792253958271
37.335320612862816,-121.89781559142702
37.33531657447622,-121.89773444805782
37.33531154793842,-121.89770774291955
37.33531154793842,-121.89770774291955
37.329438,-121.8911817
37.332646286712425,-121.89659083511891
37.33474467675473,-121.8961138374067
37.33504648793251,-121.89634097422078
37.33502809910087,-121.8959498457438
37.335457336485796,-121.89664482956961
37.3354135182429,-121.8966204647848
37.33542228189148,-121.89662533774177
37.33539599094574,-121.89661071887087
